id,OBJECTID,taz,type,town,state,town_state,mpo,in_brmpo,subregion,Shape_Leng,Shape_Area,WeightSum,WeightxHRSum,WeightxDRSum,WeightxMRSum,Weighted_Average_HR,Weighted_Average_DR,Weighted_Average_MR,,Weighted_Average_MR_2010,MR25,Match_MR25,PERCENT DIFF,Weighted_Average_DR_2010,DR25,Match_DR25,PERCENT DIFF,Weighted_Average_HR_2010,HR25,Match_HR25,PERCENT DIFF
208445,1239,1143,I,NORTH SMITHFIELD,RI,"NORTH SMITHFIELD,RI",,0,,10538.22259,4940736.624,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208474,1240,1144,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,6666.498276,1349484.125,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
65,1241,4335,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,882.552671,29515.63067,16,255.5919436,534.3248928,7728.839503,15.97449648,33.3953058,483.0524689,,333.3062036,332.2482385,DIFF,0.996825847,23.042761,21.61795196,DIFF,0.938166739,11.02240257,9.967575657,DIFF,0.904301544
208459,1242,1145,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,5429.645905,954544.0013,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208477,1243,1146,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,3988.353624,768762.576,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208359,1244,2732,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2576.694736,254661.2692,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208471,1245,1147,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,4307.08048,767939.6497,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2396,1246,1148,I,BELLINGHAM,MA,"BELLINGHAM,MA",BRMPO,1,SWAP,5863.169769,1402143.577,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2459,1247,1150,I,WRENTHAM,MA,"WRENTHAM,MA",BRMPO,1,SWAP,13954.33755,9135479.288,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
17,1248,4336,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,773.9290714,37044.09044,16,214.5919436,463.3248928,7238.839503,13.41199648,28.9578058,452.4274689,,312.1749536,311.1169885,DIFF,0.996610987,19.980886,18.55607696,DIFF,0.928691398,9.254277569,8.199450657,DIFF,0.886017368
2460,1249,1149,I,WRENTHAM,MA,"WRENTHAM,MA",BRMPO,1,SWAP,10813.77234,6987283.776,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4082,1250,1153,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,7921.165548,3218161.987,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2421,1251,1151,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,16255.30076,11496442.67,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4004,1252,1152,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0,,9269.894837,4831488.39,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4378,1253,1154,I,PLAINVILLE,MA,"PLAINVILLE,MA",SRPEDD,0,,5580.595923,1106599.602,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
18,1254,4337,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,695.1762082,26652.44908,16,201.5919436,450.3248928,7060.173059,12.59949648,28.1453058,441.2608162,,304.4699632,302.854162,DIFF,0.994693069,19.420261,17.99545196,DIFF,0.926632858,8.693652569,7.638825657,DIFF,0.878667004
4086,1255,1155,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,11577.80552,7470860.137,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4085,1256,1156,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,5658.651486,739019.0008,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4077,1257,1157,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,3149.303936,551275.4906,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
3110,1258,5226,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,2938.757442,298436.0387,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4107,1259,1158,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,6853.440384,2463772.341,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4122,1260,1159,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,8850.582634,2869730.157,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
207396,1261,5504,I,MANCHESTER,NH,"MANCHESTER,NH",,0,,2545.929211,369318.4768,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208327,1262,1160,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,5079.768522,850692.3367,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208434,1263,1161,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2800.762763,297846.2311,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208420,1264,1162,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2422.533935,270224.4262,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208312,1265,1163,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,3235.995911,634056.3587,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208331,1266,1164,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,3655.638311,546619.5058,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208447,1267,1165,I,NORTH SMITHFIELD,RI,"NORTH SMITHFIELD,RI",,0,,9614.534605,3849536.156,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208460,1268,1168,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,3723.33017,637574.2759,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208478,1269,1169,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,2981.70189,596715.5497,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208469,1270,1170,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,3743.884303,313338.5083,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2416,1271,1166,I,UXBRIDGE,MA,"UXBRIDGE,MA",CMRPC,0,,26384.20639,31881238.17,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2410,1272,1167,I,MILLVILLE,MA,"MILLVILLE,MA",CMRPC,0,,7611.006077,2733219.619,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208472,1273,1171,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,4200.732158,345721.11,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2406,1274,1172,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0,,4683.071328,1158999.281,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2424,1275,1173,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,14080.31792,2472831.872,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4006,1276,1174,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0,,10583.56919,5636154.678,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4083,1277,1175,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,9897.747343,3191301.266,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4084,1278,1176,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,4993.250329,1116853.505,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4081,1279,1177,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,2820.542121,475427.1183,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
265,1280,4167,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,1562.742984,110067.4629,16,223.0431187,512,6924.312443,13.94019492,32,432.7695277,,298.6109741,293.3596204,DIFF,0.982414063,22.08,22.08,SAME,1,9.618734496,7.151955688,DIFF,0.74354435
4089,1281,1178,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,6425.519862,755943.487,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4101,1282,1179,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,8736.09436,2791247.961,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4120,1283,1180,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,10885.17748,5564420.59,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4121,1284,1181,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,8723.117103,2191874.818,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
207232,1285,2008,I,MANCHESTER,NH,"MANCHESTER,NH",,0,,5008.108183,772025.0705,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4123,1286,1182,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,7027.928761,1680641.686,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4127,1287,1183,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0,,5728.016258,1883362.513,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4079,1288,1198,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,4683.439876,679765.5505,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208344,1289,1184,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,6836.278115,1559360.306,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208433,1290,1185,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,1723.791633,152021.9964,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208313,1291,1186,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,3804.871154,425016.9849,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208330,1292,1187,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,4049.219242,810845.0743,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208345,1293,1188,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2238.953034,114207.8346,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
526,1294,2415,I,MALDEN,MA,"MALDEN,MA",BRMPO,1,ICC,2718.300921,420282.6362,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208317,1295,1189,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,7591.895937,1263010.413,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208481,1296,1190,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,2988.083724,525464.9146,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
3362,1297,2015,I,LEOMINSTER,MA,"LEOMINSTER,MA",MRPC,0,,6326.148069,1008130.935,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2407,1298,1191,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0,,9955.472194,6007115.923,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4111,1299,1199,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,5261.474449,866756.0644,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2405,1300,1192,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0,,20130.5847,16317926.77,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2425,1301,1193,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,17143.88717,13845574.87,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
279,1302,3985,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,1786.176675,163571.2433,16,153.9575996,497,7133.393694,9.622349974,31.0625,445.8371059,,307.627603,300.3949694,DIFF,0.976488996,21.433125,21.433125,SAME,1,6.639421482,6.468216627,DIFF,0.97421389
4007,1303,1194,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0,,17437.44244,9583481.59,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208340,1304,2733,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,3216.529278,335316.8958,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4021,1305,1195,I,NORTON,MA,"NORTON,MA",SRPEDD,0,,11341.52816,7515418.443,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4116,1306,1196,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,10452.90212,4204571.581,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4106,1307,1197,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,10482.08645,5669144.361,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208399,1308,2734,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2171.787996,286074.3857,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
285,1309,3986,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,797.4066269,33826.12668,16,145.1346447,479.1625485,6881.037687,9.070915296,29.94765928,430.0648554,,296.7447503,288.7234517,DIFF,0.97296903,20.6638849,19.69556808,DIFF,0.953139652,6.258931554,5.768488575,DIFF,0.921641102
4119,1310,1200,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,14214.62898,6528629.568,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4136,1311,1201,I,REHOBOTH,MA,"REHOBOTH,MA",SRPEDD,0,,27390.87286,32264575.2,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
287,1312,3987,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,1107.420259,47562.42076,16,153.1346447,504.1625485,7254.601098,9.570915296,31.51015928,453.4125686,,312.8546723,304.3524806,DIFF,0.97282383,21.7420099,20.77369308,DIFF,0.955463325,6.603931554,6.113488575,DIFF,0.925734697
4124,1313,1202,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0,,13688.92336,8358872.755,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4125,1314,1203,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0,,5063.857977,1123214.186,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4128,1315,1204,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0,,11197.56819,2888586.47,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208028,1316,1205,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,6667.53209,1628445.902,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208431,1317,1206,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2408.823495,263665.456,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208316,1318,1207,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2557.308406,328736.6664,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208332,1319,1208,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2266.693484,279965.1794,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1658,1320,1216,I,SHARON,MA,"SHARON,MA",BRMPO,1,TRIC,10728.95581,6083089.297,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1638,1321,1343,I,MEDFIELD,MA,"MEDFIELD,MA",BRMPO,1,TRIC,8214.446367,3219752.239,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208318,1322,1209,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,4279.290748,624019.7184,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208467,1323,1210,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,3046.987665,479604.3814,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208495,1324,1211,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,3229.569549,427705.4856,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208465,1325,1212,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,3776.553067,487145.637,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2408,1326,1213,I,BLACKSTONE,MA,"BLACKSTONE,MA",CMRPC,0,,11789.63901,5991507.548,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2409,1327,1214,I,MILLVILLE,MA,"MILLVILLE,MA",CMRPC,0,,14263.77697,10130857.8,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2423,1328,1215,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,9642.957101,3149933.605,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1662,1329,1217,I,SHARON,MA,"SHARON,MA",BRMPO,1,TRIC,15766.16358,10266161.27,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4023,1330,1219,I,NORTON,MA,"NORTON,MA",SRPEDD,0,,13358.10285,7486876.66,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208400,1331,2735,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2847.052301,411242.6049,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4011,1332,1218,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0,,10193.16681,3256937.851,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4117,1333,1222,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,6942.008726,1920893.142,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4019,1334,1220,I,NORTON,MA,"NORTON,MA",SRPEDD,0,,9023.074081,2412152.858,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4118,1335,1221,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,15868.80543,6299473.289,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4108,1336,1224,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,5127.961548,968291.4032,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4115,1337,1225,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,3845.03,744222.1211,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4020,1338,1226,I,NORTON,MA,"NORTON,MA",SRPEDD,0,,17349.66658,14861273.72,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208369,1339,2736,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,1656.777536,154441.3508,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4135,1340,1227,I,REHOBOTH,MA,"REHOBOTH,MA",SRPEDD,0,,23316.38767,22959955.8,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1621,1341,1311,I,NORWOOD,MA,"NORWOOD,MA",BRMPO,1,TRIC,4556.913076,393094.5062,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4129,1342,1228,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0,,15535.34774,8924678.709,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208422,1343,1229,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,3577.939258,733656.3067,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208082,1344,1233,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,5104.934356,993254.1603,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208468,1345,1234,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,2770.569558,296966.6134,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208466,1346,1235,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,4331.210123,1057293.495,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208464,1347,1236,I,NORTH SMITHFIELD,RI,"NORTH SMITHFIELD,RI",,0,,9047.707066,2834174.72,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2418,1348,1237,I,FOXBOROUGH,MA,"FOXBOROUGH,MA",BRMPO,1,TRIC,11384.71857,6098369.727,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208473,1349,1259,I,NORTH SMITHFIELD,RI,"NORTH SMITHFIELD,RI",,0,,6869.373014,2298676.821,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1657,1350,1238,I,SHARON,MA,"SHARON,MA",BRMPO,1,TRIC,18361.49329,9249930.597,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208475,1351,1317,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,2388.914688,306035.6258,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1660,1352,1239,I,SHARON,MA,"SHARON,MA",BRMPO,1,TRIC,8269.191911,2539293.273,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4012,1353,1240,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0,,9693.447801,4834440.657,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4015,1354,1241,I,NORTON,MA,"NORTON,MA",SRPEDD,0,,15763.83054,9808800.879,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4022,1355,1242,I,NORTON,MA,"NORTON,MA",SRPEDD,0,,8538.011555,3556812.056,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1632,1356,1347,I,NORWOOD,MA,"NORWOOD,MA",BRMPO,1,TRIC,4806.546897,1284337.79,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4017,1357,1243,I,NORTON,MA,"NORTON,MA",SRPEDD,0,,12586.57366,4910644.909,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208069,1358,1350,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,2305.921535,258249.562,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1590,1359,1351,I,SHERBORN,MA,"SHERBORN,MA",BRMPO,1,SWAP,23035.55599,19712540.76,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208138,1360,2737,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,1601.228514,151344.6014,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4018,1361,1244,I,NORTON,MA,"NORTON,MA",SRPEDD,0,,15491.39515,13104124.78,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4110,1362,1245,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,2898.333143,391988.3578,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4114,1363,1246,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,2988.693913,336548.1842,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
273,1364,4168,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,1123.513026,62336.19181,16,235.6994653,524.0812743,7547.416144,14.73121658,32.75507964,471.713509,,325.4823212,319.5961885,DIFF,0.981915661,22.60100495,22.11684654,DIFF,0.978578014,10.16453944,7.099039359,DIFF,0.698412299
4036,1365,1247,I,TAUNTON,MA,"TAUNTON,MA",SRPEDD,0,,10946.2781,4620962.269,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208461,1366,1318,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,6876.350568,981330.4022,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4038,1367,1248,I,TAUNTON,MA,"TAUNTON,MA",SRPEDD,0,,13909.53023,10918097.62,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1650,1368,1261,I,WALPOLE,MA,"WALPOLE,MA",BRMPO,1,TRIC,6401.974492,1678759.374,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4131,1369,1249,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0,,13455.60437,7350793.498,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4130,1370,1250,I,SEEKONK,MA,"SEEKONK,MA",SRPEDD,0,,7027.92807,2451101.55,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4210,1371,3141,I,FALL RIVER,MA,"FALL RIVER,MA",SRPEDD,0,,3324.430429,552886.272,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208027,1372,1251,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,5690.846891,1390368.11,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4013,1373,1263,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0,,5395.233382,1713442.792,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4188,1374,3142,I,FALL RIVER,MA,"FALL RIVER,MA",SRPEDD,0,,1549.598663,82491.71596,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4181,1375,3143,I,FALL RIVER,MA,"FALL RIVER,MA",SRPEDD,0,,1651.477129,161584.1061,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208156,1376,1252,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,6069.106905,1232052.394,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208320,1377,1253,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2350.433782,311200.1349,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208427,1378,1254,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2111.768833,254788.8122,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208428,1379,1255,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2144.801844,282221.387,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
1654,1380,1260,I,WALPOLE,MA,"WALPOLE,MA",BRMPO,1,TRIC,9799.772026,4089462.734,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2519,1381,1262,I,EASTON,MA,"EASTON,MA",OCPC,0,,18027.29407,14515678.54,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4009,1382,1264,I,MANSFIELD,MA,"MANSFIELD,MA",SRPEDD,0,,10455.8253,4452440.222,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208083,1383,1271,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,7792.686807,1695553.348,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2521,1384,1265,I,EASTON,MA,"EASTON,MA",OCPC,0,,13245.3582,8894408.795,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
2522,1385,1266,I,EASTON,MA,"EASTON,MA",OCPC,0,,16826.22363,11295343.59,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208321,1386,1272,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2128.312131,203968.0405,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208322,1387,1273,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2270.923236,200700.1276,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208424,1388,1274,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,4507.760004,1027638.963,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4016,1389,1267,I,NORTON,MA,"NORTON,MA",SRPEDD,0,,22674.09846,12256148.81,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208489,1390,1275,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,3009.827801,346828.1835,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
208485,1391,1276,I,WOONSOCKET,RI,"WOONSOCKET,RI",,0,,2943.334007,389439.5482,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
4037,1392,1268,I,TAUNTON,MA,"TAUNTON,MA",SRPEDD,0,,10757.60608,4635123.601,16,0,0,0,0,0,0,,0,,,,0,,,,0,,,
